,Solar,Wind_Onshore,Wind_Offshore,EPEX
1,79.96085390618785,62.39084076337699,65.6108732608848,74.98839541254051
2,55.42010697717887,47.99493027838427,52.422705253201855,54.70906726117296
3,45.56281702416698,41.00253432023295,43.91582003036072,46.112389782545556
4,35.36764879799273,33.24683316492419,34.10311508738064,39.160169968921245
5,46.385672525966065,45.12313428838994,46.51651211681758,47.85395359513505
6,41.63042227550402,34.22519919202983,35.15544264113626,41.29176654696623
7,40.0212432247068,32.719954512410084,32.62487221720901,40.347403199228616
8,41.8210243112298,35.50310460146278,35.822297584711194,41.311802564686296
9,40.623936257699974,28.817694247585507,33.47470869133796,39.04750172849689
10,36.21476898048609,28.03905277312133,31.01131627741536,34.45191748875271
11,49.64422379671743,37.015515503250256,38.58849207908504,46.49021919379694
12,49.15078283203743,36.91034066133986,39.821378524176644,45.566029472910536
